commit	score	memory_gb	status	description	agent	design
exp013-extragradient-lista	0.8653	1.3	discard	ExtragradientLISTA: 3 extragradient steps (6 effective passes), look-ahead correction — much worse, TopK discrete support change makes look-ahead correction misaligned (0.8653 vs 0.9215)	agent2	ExtragradientLISTA
exp011-lista-200m-nodecay	0.9200	1.3	discard	LISTAMatryoshka 200M use_lr_decay=false (constant LR can't fine-tune alignment: MSE plateau ~159 vs ~154 with decay, 0.9200 vs 0.9215)	agent1	LISTAMatryoshka-200M-nodecay
exp008-deepsup-lista	0.9033	1.3	discard	DeepSupervisedLISTA: auxiliary MSE at each intermediate LISTA step, deep_supervision_weight=0.1, 5 steps — deep supervision hurt, pulling W_corr in conflicting directions (0.9033 vs 0.9215 LISTA)	agent0	DeepSupervisedLISTA
exp014-decaystep-lista	0.8926	1.3	discard	DecayStepLISTA: geometric step decay [0.5,0.3,0.18,0.108,0.065], total 1.15 — too conservative later steps, constant 0.3 is better (0.8926 vs 0.9215)	agent2	DecayStepLISTA
exp011-lista-100m-nodecay	0.9174	1.3	discard	LISTAMatryoshka 100M use_lr_decay=false (0.9174 vs 0.9215, constant LR hurts — model needs final-phase fine-tuning that decay provides)	agent3	LISTAMatryoshka-100M-nodecay
exp012-wide-intermediate	0.8848	1.3	discard	WideIntermediateLISTA: per-sample TopK k=50 intermediate, BatchTopK k=25 final, 5 steps — wider intermediate k hurts (0.8848 vs 0.9215), per-sample TopK loses batch-wide sparsity coordination	agent1	WideIntermediateLISTA
exp015-lista-50m-nodecay	0.9197	1.3	discard	LISTAMatryoshka 50M use_lr_decay=false (0.9197 vs 0.9215 with decay, constant LR prevents final fine-tuning — MSE plateau ~159 vs ~154 with decay)	agent2	LISTAMatryoshka-50M-nodecay
exp009-dectranspose	0.8996	1.1	discard	DecTransposeLISTA: W_dec.T for correction (zero extra params), 5 steps — decoder transpose worse than both W_enc (ISTA=0.9175) and W_corr (LISTA=0.9215), decoder directions suboptimal for residual projection	agent0	DecTransposeLISTA
exp012-wide-intermediate-confirm	0.8848	1.3	discard	WideIntermediateLISTA confirm: per-sample TopK k=50 intermediate, BatchTopK k=25 final — confirms agent1 (0.8848), per-sample TopK loses batch coordination	agent3	WideIntermediateLISTA
exp013-soft-lista	0.5869	1.3	discard	SoftLISTA: soft thresholding intermediate steps, BatchTopK final only, learned per-feature threshold — catastrophic (0.5869, WORSE than baseline), soft thresholding allows too many noisy activations, corrupting residuals	agent1	SoftLISTA
exp016-tied-encoder-lista	0.8766	1.3	discard	TiedEncoderLISTA: W_dec.T for initial encoding + separate W_corr, 5 steps — tying encoder to decoder hurts (0.8766 vs 0.9215), W_enc/W_corr/W_dec must be independent	agent2	TiedEncoderLISTA
exp014-lista-lr2e4	0.9004	1.3	discard	LISTAMatryoshka lr=2e-4 (0.67x default) — under-converged, lower LR needs more steps to align W_enc/W_corr/W_dec (0.9004 vs 0.9215 at lr=3e-4)	agent1	LISTAMatryoshka-lr2e4
exp017-magrefine-lista	0.9158	1.3	discard	MagnitudeRefineLISTA: post-LISTA coordinate descent magnitude refinement on fixed support set using W_dec.T, 5 LISTA steps + 1 refine step — worse than LISTA (0.9158 vs 0.9215), magnitude refinement doesn't improve feature detection	agent2	MagnitudeRefineLISTA
exp013-lista-k20	0.9213	1.3	discard	LISTAMatryoshka k=20 (F1=0.9213 vs k=25=0.9215, nearly identical — lower k works but no improvement)	agent3	LISTAMatryoshka-k20
exp010-enhanced-lista	0.9320	1.3	keep	EnhancedLISTA: LISTA + detached Matryoshka + TERM loss (tilt=0.002), widths=[128,512,2048,4096], 5 steps, step_size=0.3, k=25 — NEW BEST! +1.1% over LISTA (precision 0.9545 vs 0.9128)	agent0	EnhancedLISTA
exp015-lista-step05	0.9041	1.3	discard	LISTAMatryoshka step_size=0.5 (1.67x default) — higher step causes correction overshoots (0.9041 vs 0.9215 at step_size=0.3)	agent1	LISTAMatryoshka-step05
exp014-enhanced-lista	0.9320	1.3	keep	EnhancedLISTA: TERM loss (term_tilt=0.002) + detached Matryoshka inner losses, widths=[128,512,2048,4096], 5 LISTA steps, k=25 (NEW BEST\! +1.05% over LISTA plateau, detached gradients + hard sample reweighting breaks 0.9215 ceiling)	agent3	EnhancedLISTA
exp018-cosine-lista	0.8885	1.3	discard	LISTAMatryoshka lr_scheduler=cosineannealing (smooth LR decay hurt precision: 0.8498 vs 0.9128, cosine decays LR too early reducing feature exploration time, 0.8885 vs 0.9215)	agent2	CosineAnnealingLISTA
exp016-enhanced-tilt005	0.9302	1.3	discard	EnhancedLISTA term_tilt=0.005 (higher tilt over-weights hard samples, 0.9302 vs 0.9320 at tilt=0.002 — diminishing returns from harder reweighting)	agent1	EnhancedLISTA-tilt005
exp011-freqsort-enhanced	0.9618	1.3	keep	FreqSortEnhancedLISTA: EnhancedLISTA + frequency sorting (sort_every=1000, sort_warmup=2000), widths=[128,512,2048,4096], 5 LISTA steps, TERM (0.002), detached Matryoshka — NEW BEST! +3.0% over EnhancedLISTA (precision 0.9747, recall 0.9572)	agent0	FreqSortEnhancedLISTA
exp015-detach-only	0.9353	1.3	keep	EnhancedLISTA detach_matryoshka=true term_tilt=0 (detached gradients ONLY, no TERM) — NEW BEST\! 0.9353 > 0.9320 with TERM, detached Matryoshka is the key innovation, TERM loss actually hurts	agent3	EnhancedLISTA-detach-only
exp019-enhanced-std-widths	0.9229	1.3	discard	EnhancedLISTA widths=[256,512,1024,2048,4096] (standard widths worse than [128,512,2048,4096], 0.9229 vs 0.9320 — wider gaps between inner widths give better gradient separation)	agent2	EnhancedLISTA-stdwidths
exp012-ref-50m	0.9678	1.3	keep	ReferenceStyleSAE 50M: 1-step ISTA (W_enc, no W_corr) + freq sort INDEX MAPPING + decreasing K (60→25) + TERM (0.002) + detached Matryoshka, widths=[128,512,2048,4096] — NEW BEST! recall=0.9810, precision=0.9584, dead=15	agent0	ReferenceStyleSAE
exp017-enhanced-tilt001	0.9328	1.3	discard	EnhancedLISTA term_tilt=0.001 (marginal: 0.9328 vs 0.9320 at tilt=0.002, both far below FreqSort 0.9618 — freq sorting is the dominant factor now)	agent1	EnhancedLISTA-tilt001
exp016-freqsort-noterm	0.9650	1.3	keep	FreqSortEnhancedLISTA term_tilt=0 (no TERM) — 0.9650 > 0.9618 with TERM, confirms TERM hurts even with freq sorting. Still below ReferenceStyleSAE (0.9678) which has decreasing K	agent3	FreqSortEnhancedLISTA-noterm
exp020-full-enhanced-lista	0.9632	1.3	keep	FullEnhancedLISTA: FreqSort + decreasing K (40→25, warmup_frac=0.1), widths=[128,512,2048,4096], 5 LISTA steps, TERM (0.002), detached Matryoshka, sort_every=1000 — NEW BEST\! +0.14% over FreqSort (precision 0.9725, recall 0.9608, dead=10)	agent2	FullEnhancedLISTA
exp018-full-enhanced-lista	0.9632	1.3	discard	FullEnhancedLISTA: FreqSort (weight permutation) + decreasing K 40→25, TERM 0.002, 5 LISTA steps — matches agent2 (0.9632), below ReferenceStyle (0.9678) due to weight permutation + conservative K range	agent1	FullEnhancedLISTA-k40
exp013-hybrid-lista-ref	0.9408	1.3	discard	HybridLISTARef: ReferenceStyle (index mapping, K 60→25) + 5-step LISTA W_corr + TERM (0.002) — MUCH WORSE than Reference (0.9408 vs 0.9678), 26 dead latents, W_corr overfits with index mapping + TERM hurts	agent0	HybridLISTARef
exp017-ref-noterm	0.9665	1.3	discard	ReferenceStyleSAE term_tilt=0 (no TERM) — 0.9665 vs 0.9678 with TERM, TERM slightly HELPS with ReferenceStyleSAE (unlike EnhancedLISTA/FreqSort where it hurts), decreasing K interaction makes TERM beneficial	agent3	ReferenceStyleSAE-noterm
exp021-full-enhanced-k60-noterm	0.9522	1.3	discard	FullEnhancedLISTA K60→25 noTERM: weight permutation sort + 5 LISTA steps + K 60→25 + no TERM — WORSE (0.9522 vs 0.9632 with K40→25). High initial K causes chaotic freq sorting with weight permutation — feature rankings shift drastically as K decreases, leading to excessive weight reordering	agent2	FullEnhancedLISTA-k60-noterm
exp019-hybrid-lista-noterm	0.9466	1.3	discard	HybridLISTARef no TERM: index mapping + 5-step W_corr + K 60→25, term_tilt=0 — better than with TERM (0.9408) but still worse than ReferenceStyle 1-step (0.9678), W_corr overfits with freq sort	agent1	HybridLISTARef-noTERM
exp014-ref-noterm-k80	0.9685	1.3	keep	ReferenceStyleSAE no TERM initial_k=80: 1-step ISTA (W_enc) + freq sort index mapping + K 80→25 + no TERM + detached Matryoshka — NEW BEST! +0.07% over k=60+TERM (precision 0.9624, recall 0.9785, dead=21)	agent0	ReferenceStyleSAE-noterm-k80
exp018-ref-k80	0.9706	1.3	keep	ReferenceStyleSAE initial_k=80 (broader exploration) — NEW BEST\! 0.9706 > 0.9678 at k=60, higher initial K enables broader feature exploration, only 0.026 from 0.97 ceiling	agent3	ReferenceStyleSAE-k80
exp020-ref-2step	0.9645	1.3	discard	ReferenceStyleSAE 2-step ISTA (W_enc): n_ista_steps=2 + K 60→25 + TERM 0.002 + index mapping — worse than 1-step (0.9645 vs 0.9678), extra step hurts even without W_corr	agent1	ReferenceStyleSAE-2step
exp022-ref-3step-ista	0.9490	1.3	discard	ReferenceStyleSAE n_ista_steps=3: 3 ISTA steps with W_enc (no W_corr) + index mapping + K 60→25 + TERM — WORSE (0.9490 vs 0.9678 at 1-step). More W_enc correction steps hurt with index mapping+decreasing K. Dead=18.	agent2	ReferenceStyleSAE-3step
exp015-ref-term-k80	0.9706	1.3	keep	ReferenceStyleSAE TERM k=80: confirms Agent 3's result. 1-step ISTA + index mapping + K 80→25 + TERM (0.002) + detached Matryoshka — TIED BEST (precision 0.9675, recall 0.9789, dead=13)	agent0	ReferenceStyleSAE-term-k80
exp016-ref-200m	0.9772	1.3	keep	ReferenceStyleSAE 200M: 1-step ISTA + index mapping + K 60→25 + TERM (0.002) + detached Matryoshka, 200M samples — NEW BEST!! +0.66% over 50M (precision 0.9735, recall 0.9843, ZERO dead latents!)	agent0	ReferenceStyleSAE-200M
exp023-ref-k100	0.9754	1.3	keep	ReferenceStyleSAE initial_k=100: 1-step ISTA (W_enc) + freq sort index mapping + K 100→25 + TERM (0.002) + detached Matryoshka, widths=[128,512,2048,4096] — NEW BEST\! EXCEEDS probe ceiling (0.974)\! k=60→0.9678, k=80→0.9706, k=100→0.9754 (2509s)	agent2	ReferenceStyleSAE-k100
exp021-ref-k80-step05	0.9372	1.3	discard	ReferenceStyleSAE k=80 step_size=0.5: 1 ISTA step with larger correction (0.5 vs 0.3) — MUCH WORSE (0.9372 vs 0.9706 at step_size=0.3). Overshooting in single correction step corrupts feature activations.	agent1	ReferenceStyleSAE-k80-step05
exp019-ref-k100	0.9754	1.3	keep	ReferenceStyleSAE initial_k=100 (broader exploration K 100→25) — NEW BEST! 0.9754 > 0.9706, ABOVE 0.97 ceiling estimate	agent3	ReferenceStyleSAE-k100
exp017-ref-cosine-k80	0.9695	1.3	discard	ReferenceStyleSAE cosine K schedule (k=80→25): cosine K decay slightly worse than linear (0.9695 vs 0.9706), cosine spends too long at high K before transitioning	agent0	ReferenceStyleSAE-cosine-k80
exp018-ref-halfk-k80	0.9478	1.3	discard	ReferenceStyleSAE half-K transition (k_transition_frac=0.5, k=80→25): K transitions over first 50% of training — MUCH WORSE (0.9478 vs 0.9706), features need full training to adapt to decreasing K	agent0	ReferenceStyleSAE-halfk-k80
exp020-ref-k120	0.9663	1.3	discard	ReferenceStyleSAE initial_k=120 — WORSE (0.9663 vs 0.9754 at k=100). Too high initial K causes excessive feature churn. Optimal K is near 100.	agent3	ReferenceStyleSAE-k120
exp019-ref-k120	0.9663	1.3	discard	ReferenceStyleSAE initial_k=120: K=120→25 overshoots — too many features abandoned as K shrinks (recall=0.9680 vs 0.9831 at k=100). Peak is k=100 at 50M.	agent0	ReferenceStyleSAE-k120
exp020-ref-warmup-k80	0.9726	1.3	keep	ReferenceStyleSAE lr_warm_up_steps=1000 + k=80: LR warmup improves +0.20% (0.9726 vs 0.9706), better recall (0.9836 vs 0.9789), dead=6	agent0	ReferenceStyleSAE-warmup-k80
exp021-ref-warmup-k100	0.9724	1.3	discard	ReferenceStyleSAE warmup+k=100: lr_warm_up_steps=1000 + initial_k=100 — warmup doesn't help at k=100 (0.9724 vs 0.9754 without warmup). Dead latents increased to 13. Warmup benefits k=80 but not k=100.	agent0	ReferenceStyleSAE-warmup-k100
exp022-ref-200m-k80	0.9780	1.3	keep	ReferenceStyleSAE 200M+k=80: 1-step ISTA + index mapping + K 80→25 + TERM (0.002) + detached Matryoshka, 200M samples — NEW BEST! (precision 0.9740, recall 0.9858, ZERO dead, uniqueness 0.999)	agent0	ReferenceStyleSAE-200M-k80
exp022-ref-200m-k100	0.9741	1.3	discard	ReferenceStyleSAE 200M+k=100: 1 ISTA step + index mapping + K 100→25 + TERM (0.002) + 200M — WORSE than 200M+k=80 (0.9741 vs 0.9780). At 200M, k=100 causes too much feature churn; k=80 is optimal for longer training.	agent1	ReferenceStyleSAE-200M-k100
exp021-ref-k100-200m	0.9741	1.3	discard	ReferenceStyleSAE 200M + initial_k=100: 1-step ISTA + index mapping + K 100→25 + TERM (0.002) + detached Matryoshka, 200M samples — WORSE than 200M+k=60 (0.9772) and 50M+k=100 (0.9754). High initial K + long training = excessive feature churn. Gains don't stack.	agent3	ReferenceStyleSAE-k100-200M
exp023-ref-200m-k100	0.9741	1.3	discard	ReferenceStyleSAE 200M+k=100: confirms Agent 1's finding — 200M+k=100 WORSE than 200M+k=80 (0.9741 vs 0.9780). Optimal initial_k at 200M is ~80, not 100.	agent0	ReferenceStyleSAE-200M-k100
exp026-ref-200m-k80-warmup	0.9797	1.3	keep	ReferenceStyleSAE 200M+k=80+warmup: lr_warm_up_steps=1000 + initial_k=80 + TERM (0.002) + 200M — NEW BEST! (precision 0.9772, recall 0.9858, dead=1, uniqueness 0.997, 8927s)	agent0	ReferenceStyleSAE-200M-k80-warmup
exp023-ref-200m-k80-warmup	0.9797	1.3	keep	ReferenceStyleSAE 200M+k=80+warmup: confirms Agent 0's best (0.9797). lr_warm_up_steps=1000 + initial_k=80 + TERM (0.002) + 200M — reproducible result (8930s)	agent1	ReferenceStyleSAE-200M-k80-warmup
exp022-ref-k90-200m	0.9777	1.3	discard	ReferenceStyleSAE 200M + k=90: 1-step ISTA + index mapping + K 90→25 + TERM (0.002) + detached Matryoshka, 200M — close but below k=80 (0.9777 vs 0.9780). 200M K law: k=60→0.9772, k=80→0.9780, k=90→0.9777, k=100→0.9741. Peak at k=80.	agent3	ReferenceStyleSAE-k90-200M
exp027-ref-200m-k80-warmup-term001	0.9761	1.3	discard	ReferenceStyleSAE 200M+k=80+warmup+TERM(0.001): lower TERM hurts precision (0.9725 vs 0.9772 at TERM=0.002). TERM scaling: 0.001→0.9761, 0.002→0.9797. TERM=0.002 is optimal at 200M+k=80+warmup.	agent0	ReferenceStyleSAE-200M-k80-warmup-term001
exp024-ref-200m-k80-warmup-widths	0.9824	1.3	keep	ReferenceStyleSAE 200M+k=80+warmup+widths=[64,256,1024,2048,4096]: matryoshka width tuning — NEW BEST!! +0.27% over [128,512,2048,4096] (0.9797). Finer width resolution with 64/256/1024 provides better intermediate gradient signals. MCC=0.8236 (7344s)	agent1	ReferenceStyleSAE-200M-k80-warmup-widths
exp023-ref-k80-300m-warmup	0.9766	1.3	discard	ReferenceStyleSAE 300M+k=80+warmup: 1-step ISTA + index mapping + K 80→25 + TERM (0.002) + lr_warm_up_steps=1000 + 300M — WORSE than 200M (0.9766 vs 0.9797). 300M over-trains: lr_decay over-anneals at this scale. Training law: 50M→0.9726, 200M→0.9797, 300M→0.9766.	agent3	ReferenceStyleSAE-300M-k80-warmup
exp025-ref-200m-k80-warmup-6widths	0.9867	1.3	keep	ReferenceStyleSAE 200M+k=80+warmup+widths=[32,128,512,1024,2048,4096]: 6 inner widths — NEW BEST!! +0.43% over 5 widths (0.9824). Tighter width-32 bottleneck + finer resolution with all powers-of-2. MCC=0.8248 (7291s)	agent1	ReferenceStyleSAE-200M-k80-warmup-6widths
exp028-ref-300m-k80-warmup	0.9766	1.3	discard	ReferenceStyleSAE 300M+k=80+warmup+TERM(0.002): 300M WORSE than 200M (0.9766 vs 0.9797). Both precision (0.9737 vs 0.9772) and recall (0.9842 vs 0.9858) dropped. Training duration law: 50M=0.9726, 200M=0.9797, 300M=0.9766. Peak at 200M with warmup+k=80.	agent0	ReferenceStyleSAE-300M-k80-warmup
exp029-ref-50m-7widths	0.9614	1.3	discard	ReferenceStyleSAE 50M 7-widths [16,64,256,512,1024,2048,4096]: width-16 too tight — 83 dead latents! Too many features die when only 16 must reconstruct well. Don't go below width=32.	agent0	ReferenceStyleSAE-50M-7widths
exp024-ref-7widths	0.9829	1.3	keep	ReferenceStyleSAE 200M+k=80+warmup+widths=[64,128,256,512,1024,2048,4096]: 7 inner widths (all powers of 2, 64→4096) — beat old 5-width best (0.9829 vs 0.9824) but below Agent 1's 6-width [32,128,512,1024,2048,4096] (0.9867). More widths help but width=32 is the key.	agent3	ReferenceStyleSAE-200M-k80-warmup-7widths
exp030-ref-50m-7widths-v2	0.9628	1.3	discard	ReferenceStyleSAE 50M 7-widths [32,64,256,512,1024,2048,4096]: still 76 dead latents! 7 inner losses create too much gradient pressure, killing features. 6 widths is the maximum.	agent0	ReferenceStyleSAE-50M-7widths-v2
exp026-ref-200m-k80-warmup-9widths	0.9827	1.3	discard	ReferenceStyleSAE 200M+k=80+warmup+widths=[16,32,64,128,256,512,1024,2048,4096]: 9 inner widths — WORSE than 6 widths (0.9827 vs 0.9867). Too many inner losses create excessive gradient pressure even at 200M. Width count law: 4w→0.9797, 5w→0.9824, 6w→0.9867, 7w→0.9829, 9w→0.9827. 6 is optimal.	agent1	ReferenceStyleSAE-200M-k80-warmup-9widths
exp027-ref-50m-k100-6widths	0.9534	1.3	discard	ReferenceStyleSAE 50M+k=100+6widths [32,128,512,1024,2048,4096]: 6 inner widths at 50M+k=100 — MUCH WORSE than 200M+k=80+6w (0.9534 vs 0.9867). Short training (50M) cannot exploit the tight width-32 bottleneck. L0=25.0, MCC=0.8071.	agent1	ReferenceStyleSAE-50M-k100-6widths
