exp273	1.000019
exp274	1.000019
exp275	1.000019
exp276	1.000019
exp277	1.000019
exp278	0
exp279	1.000019
exp280	1.000019
exp281	0
exp282	1.000019
exp283	1.000019
exp284	1.000019
exp285	1.000019
exp286	1.000019
exp287	1.000019
exp288	1.000019
exp289	1.000019
exp290	1.000019
exp291	1.000019
exp292	0
exp293	1.000019
exp294	1.000019
exp295	1.000019
exp296	1.000019
exp297	1.000019
exp298	1.000019
exp299	1.000019
exp300	1.000019
exp301	1.000019
exp302	0
exp303	0
exp304	0
exp305	1.000019
exp306	0
exp307	1.000019
exp308	0.000000
exp309	1.000019
exp310	1.000019
exp311	0.000000
exp312	1.000019
exp313	0
exp314	0
exp315	-1.000019
exp316	0
exp317	1.000019
exp318	1.000019
exp319	1.000019
exp320	1.000019
exp321	1.000019
exp322	1.000019
exp323	-1.000019
exp324	1.000019
exp325	1.000019
exp326	0
exp327	0
exp328	1.000019
exp329	0.000000
exp330	1.000019
exp331	1.000019
exp332	1.000019
exp333	1.000019
exp334	1.000019
exp335	1.000019
exp336	1.000019
exp337	0
exp338	0
exp339	1.000019
exp340	1.000019
exp341	1.000019
exp342	1.000019
exp343	0
exp344	1.000019
exp345	1.000019
exp346	1.000019
exp347	0
exp348	1.000019
exp349	1.000019
exp350	0
exp351	0
exp352	1.000019
exp353	1.000019
exp354	1.000019
exp355	-0.000000
exp356	0
exp357	0
exp358	0
exp359	0
exp360	0
exp361	0
exp362	1.000019
exp363	0
exp364	0
exp365	0
exp366	0
exp367	-1.000019
exp368	-1.000019
exp369	1.000019
exp370	1.000019
exp371	1.000019
exp372	1.000019
exp373	1.000019
exp374	0
exp375	0
exp376	1.000019
exp377	0.000000
exp378	-1.000019
exp379	0
exp380	1.000019
exp381	-1.000019
exp382	1.000019
exp383	-1.000019
